target_hash,rank_bin_upper,dc_datacenter,dc_domain,dc_provider,tag
90c382cd8796fb9f67cdf50f2bfd426471070c396d4d0c6cea934194e4b85a59,14000,"Akamai Technologies, Inc.",www.akamai.com,akamai,['Government']
237f12041aba28c356db0cc86bf7c2cf1e0fc336b2745e0a6e44ee851b1a8e4b,33000,cloudflare,NOT_DC,cloudflare,['Unknown()']
2ba9eb8f437f5e4a0d7b373544513e7ddfb450e70c7a4b046218bfb970b8ca8a,20000,NOT_DC,NOT_DC,NOT_DC,['Financial Institutions']
2cbdb1fb1f7315d103e925c339de0725d2b9fe882b89c4ab350183586393ebad,67000,NOT_DC,NOT_DC,NOT_DC,['Automotive']
8638a006179d72cf32b56fdb34d44c68080e518ff3881e9e73311b2deb262e2d,47000,Aruba S.p.A.,www.aruba.it,aruba it,['Streaming Video']
3417f218498de1f2df4f6d791ecd549c198998124e7358532f31bc166ddd6ce8,56000,cloudflare,NOT_DC,cloudflare,['News/Media']
4cf6998950ba58d4498d2774a695ff2bffbe19f936d604b586af307b9fe26488,47000,"Cloudflare, Inc.",www.cloudflare.com,cloudflare,['Research/Reference']
fa926b5f0946c8b886c046662164ed5b6febe62481fe139cca21aea04dabf4fa,47000,Sucuri,sucuri.net,sucuri,"['Sports', 'Business Services']"
569f669ab12e20ff496afb8040ea0fdffa738faf7fbe61399ef84937c3c8847c,9000,Amazon AWS,NOT_DC,amazon aws,['Ecommerce/Shopping']
7df18282c98b8519d777d1e163b321ac2dbf2bca5ba0a37817ff1d1c3c7fa03d,65000,Hetzner Online GmbH,www.hetzner.com,online hetzner,['Entertainment']
26097ea4faf429c6e0c6872eef3929e7a9e16289d452e8367d6db22a72875973,25000,cloudflare,NOT_DC,cloudflare,['Educational Institutions']
69a2cbb54f52fe3f6665cc61087fdb4a791ed4ce31d33309e74083c5ddff9bf4,94000,DigitalOcean,NOT_DC,digitalocean,['Software/Technology']
968d50427530487a330ce68e81e7f0be01c47510981e15bd86e8d84eed51ed72,49000,NHN Techorus Corp.,nhn-techorus.com,techorus corp,['Automotive']
48f3900d7bd26f4cce29f787dccd5091b3cda884d9da3f45b61eef038a2cfbb8,47000,"Liquid Web, L.L.C",liquidweb.com,web liquid,['Unknown()']
565d60e9219445ad48355015d2fb10cdef7fa9a5c0b2e85fbc1bd3839e3908b7,29000,OVH GmbH,proof.ovh.net,ovh proof,['Business Services']
24bd8dc8afcbb7c5ab7eb44d8e45b1c8b224ca6704984fbf136a171afcafccdc,67000,DIGITALOCEAN,www.digitalocean.com,digitalocean,['Financial Institutions']
d7611ebbb4ce5bc4b69f15dd753bdf8df811760666622aa4e170198610b2b83b,85000,NOT_DC,NOT_DC,NOT_DC,['Business Services']
8fedb9550dceeec4512a08233b5b2755790c7b541cd7fd6a97a4a540ad9ce003,53000,NOT_DC,NOT_DC,NOT_DC,['Ecommerce/Shopping']
d2d2fbb9465f216ec65964c0bcda988e275ee3ec5f04bc276d7c0d83201025c8,100000,NOT_DC,NOT_DC,NOT_DC,['Business Services']
0f56680d332c51b3304734a31240b35dd67780bbc4e19dc7102d0be8dab88a51,47000,NOT_DC,NOT_DC,NOT_DC,['Financial Institutions']
9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,60000,,,,['Ecommerce/Shopping']
5e9530b484f511883c0b9bdcace9507f27d0e9004c941f891c95f5ec3c601859,54000,"Akamai Technologies, Inc.",www.akamai.com,akamai,['Ecommerce/Shopping']
e17d5099cfc30dad1d70a0596916ce3f6be9256112e273ea4561e1d1def0a160,91000,cloudflare,NOT_DC,cloudflare,"['Infrastructure', 'Regional Restricted Sites (Italy)']"
f275a63105e4372c95ea649ce9d014130eb1ca5531fc2daf3b3e3bc96523cac0,82000,IBM Cloud,NOT_DC,ibm cloud,['Educational Institutions']
e4a4e48172c885f9c13ee9f95ca5fa802b7a0016eff5b8f2b16b67d1a0bf995a,70000,OVH SAS,proof.ovh.net,ovh proof,['Business Services']
9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,100000,,,,['Unknown()']
1d6699fdf1b7a11d8d28614d498e8db368e5c43aeae36e389320c566eefc554f,38000,Amazon AWS,NOT_DC,amazon aws,['Financial Institutions']
223c1540e9544d75d00d93c0cfca487881c2cdb6023541122b6ef0c51a1e60f3,3000,NOT_DC,NOT_DC,NOT_DC,['Travel']
acf1e484241a8903718a45de044507cee7c5f42734a606ecb717871cad91ca8a,45000,NOT_DC,NOT_DC,NOT_DC,['Business Services']
31ca9f32584ab320258e5f9a9686340de8d0cb57f3c0b3a893929489c0e7ddae,6000,NOT_DC,NOT_DC,NOT_DC,['Business Services']
0fb5851bb13f79f2142773999f7661c1dbcc84628a9cc48a8dc88120a2f8f706,45000,NOT_DC,NOT_DC,NOT_DC,['Ecommerce/Shopping']
211b0801166d2b5223a2efe3d6f7b31e9395633dd98226825256cfaa41aa74dd,86000,NOT_DC,NOT_DC,NOT_DC,['Educational Institutions']
c45ba9416bd0a02c664ce5022513f96e2b96534a59b55a0faa352c28a973605f,13000,NOT_DC,NOT_DC,NOT_DC,['News/Media']
314b61529254a8e0109ef2a06b04d1f1269dd443bf1ac119f6ce897bf725a02c,95000,LeaseWeb Netherlands B.V.,www.leaseweb.com,netherlands leaseweb,['Software/Technology']
cdf74fb0fbc38037d96dddf9ec3c23f182c01e025b9e49dadb325b2c9c738b92,68000,Microsoft Corp,azure.microsoft.com,microsoft azure,['Software/Technology']
9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,93000,,,,['Government']
564f5dd0b54be61731948ed8a5cdc0a9c8988c2a55a505572c692e4d48d54787,24000,CAMELHOST SIA,camelhost.net,camelhost sia,['Illegal Downloads']
bd2f23c09defa4658c33ca95cece845b0e2c4e6c6f174575514e56820d5f2040,53000,Strato AG,www.strato.de,de strato,"['Blogs', 'Lingerie/Bikini', 'Adult Themes', 'Forums/Message boards', 'Health and Fitness']"
c7f244ffd99e2045b9673ffae73802283c7e12848057e65a9631b48595737233,91000,Amazon AWS,NOT_DC,amazon aws,['Games']
7b8e4da87235e659a329168967332c7f6786c57c34bd274329cc5ac2dc466a87,93000,NOT_DC,NOT_DC,NOT_DC,['Business Services']
01f6cf4b30c529e0150618ddc405ddfde3ce3dfaa3dc1c15ee35316e30287097,81000,NOT_DC,NOT_DC,NOT_DC,['Educational Institutions']
8baaa1805c33c6a2e53959dddd2a3a40435963609ad7d791a547d34c51af5aa8,61000,AltusHost B.V.,www.altushost.com,altushost,['Streaming Video']
4ef8b947c6ef2405e00bbd7dea0b7c4a88b9d202cbea906152db10df97abe176,94000,Fasthosts Internet Limited,www.fasthosts.co.uk,fasthosts co,['Business Services']
59cb19601eeea23c80e22ba1efdb2e211a3d98e27aa7a9dbaea77e50be7fc99b,81000,cloudflare,NOT_DC,cloudflare,['Ecommerce/Shopping']
4526cabf95fdacda77c7ad8c7cb116d61f7a3ce5578b6507abc08f68090ebb44,88000,"Cloudflare, Inc.",www.cloudflare.com,cloudflare,['Unknown()']
c82c0634f45832a0a18465f5063fcae89886f1b7ae546fbe0fe2990b380019e3,31000,linode.akamai.com,NOT_DC,akamai linode,"['Blogs', 'Personal Sites']"
0b8427bb1ea1e9b09da0bfd7d35cbc7496fa48941312a7fcd2ad53d79f5aa65b,27000,Amazon AWS,NOT_DC,amazon aws,['Software/Technology']
8202dd3c5b304c7e43be5f195a7c9134b3ec30988a46f1874ea87ce0bb521c7f,33000,"Akamai Technologies, Inc.",www.akamai.com,akamai,['Ecommerce/Shopping']
5a08215b767c3d579a02a680d7cc202c8b3fbd1b779147a2c3227a4b3368c708,32000,Tiggee LLC,www.tiggee.com,tiggee,['Travel']
e0b38a2d3e80dc90059203fedb3b40aa3250bdc8589f300632fc7f871f5df0cc,58000,Hetzner Online GmbH,www.hetzner.com,online hetzner,['Web Hosting']
f6530cbc16f374b58e67df6916a358411b8edcfe151d3f251155991e2ac082ef,87000,Amazon AWS,NOT_DC,amazon aws,['Business Services']
4c807eff61a26916489bf859e7b5faf299de5e375cd5a6950e0c9890c2f5239f,6000,"BroadbandONE, LLC",365datacenters.com,365datacenters broadbandone,['Ecommerce/Shopping']
43f62cfbed119574c0e724f3741df42b6788731f9b8effa0d896deb03a1d4e7e,34000,NOT_DC,NOT_DC,NOT_DC,['News/Media']
0c3f286a088d30d7bbcf6a170bd87ece701785fb1ce4422cf9dcd21a0dd82e1e,22000,NOT_DC,NOT_DC,NOT_DC,['Business Services']
9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,74000,,,,['Entertainment']
934484739d351c85fa740d0b5e2cad6c21a808e4e348b8d4f8d1b472b3d5e89a,91000,WEBSITEWELCOME.COM,www.websitewelcome.com,websitewelcome,['Business Services']
f611ea77494be492355132e3c5c03942a10dae11daed377e829ff7955730b3a5,28000,Vodien Internet Solutions Pte Ltd,www.vodien.com,internet pte,['Web Page Translation']
1a80c97ac3dc9179dfaca4fd9457037dbc04d645107205da62d4f01d561c3571,24000,cloudflare,NOT_DC,cloudflare,['Ecommerce/Shopping']
a0ad049631d7f5cf358705c2b6bcca0c69aa87ca14d20fdc88c5d24e522918e6,36000,NOT_DC,NOT_DC,NOT_DC,['Search Engines']
08bb6604419d1f51fa48e5b62361e652acd2d8e1d1de0af3475f29ae41860d58,2000,NOT_DC,NOT_DC,NOT_DC,['Financial Institutions']
b22bdd6146d3c2a92ac908ae5aeebc3cb294c944ffcd817136940553f6342c8f,85000,Masterhost is a hosting and technical support organization.,masterhost.ru,support technical,['Search Engines']
b09ba7c8b9ff64596ecd7b237e1a230de339b81089fd77ff5c6b5b62fa7785f3,93000,NOT_DC,NOT_DC,NOT_DC,['Software/Technology']
3bd70070c62d5b850fa7f4365fec4e00f7ad7d47c7e6167c8eb27383feac6a2f,84000,Entrust Network Inc.,21viacloud.com,21viacloud entrust,['Ecommerce/Shopping']
dede1decfee8e05dc51a1bce39261e35fce288790ecd36a41864fa1d0d469e10,48000,NOT_DC,NOT_DC,NOT_DC,['Games']
66a7dcee6feb811a84ffc9fbb9254c35143aad900bd04fa2dc0b1d6a1b852c46,12000,cloudflare,NOT_DC,cloudflare,"['News/Media', 'Blogs']"
80807dc6907e0d19ede605cf5351c255519f876b2f5f6f92302e145fa0dc60e6,55000,Google LLC,www.google.com,google,['SaaS and B2B']
b4bce194d2039e550a4fbbf65aa2d1a44359cde73b80e3062ccef9318324c8e1,56000,"Fastly, Inc.",www.fastly.com,fastly,['Ecommerce/Shopping']
904008c8dade8cc026ac34c6cefbddfdd9eaa4e0f497c269b1c2d5d52f0e5166,37000,Amazon AWS,NOT_DC,amazon aws,"['Lingerie/Bikini', 'Entertainment', 'News/Media']"
c4d5171c7c02f6c207515a74053c782f96f886b7e13c9d5cfca5efd5bc16bf9a,42000,NOT_DC,NOT_DC,NOT_DC,['Fashion']
a3cc5493ed30488bc5725be98227073bd243489a8490fecdb18209534326acbc,28000,Ensono GmbH,www.ensono.com,ensono,['Research/Reference']
0f73af43624bf90204fd148b3ba4ab3d1ae2d92f601f28ad963082070856533e,1000,NOT_DC,NOT_DC,NOT_DC,"['Search Engines', 'Portals', 'News/Media']"
ca49a6eb6245f8f2ef5d28dcbee5b3094ec91ea0b9a7ccc36c37a88d4537ba16,4000,NOT_DC,NOT_DC,NOT_DC,['Travel']
5b0eaa244f092c3a70195d67f2df4db1fae164754ff93bdb11ce04e0705aca6b,100000,Global Virtual Opportunities,gogvo.com,opportunities virtual,['Unknown()']
1f3fec6150691e6ea5818985ed6b0e457413fd0c3caae99e508d72c4e05bc695,73000,linode.akamai.com,NOT_DC,akamai linode,['Forums/Message boards']
9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,13000,,,,['Unknown()']
6032ff87151b8da4b80778921ce058d3b709d46d218d9a71e709e2a218e130da,37000,SECURED SERVERS LLC,phoenixnap.com,servers phoenixnap,['Unknown()']
653489a7c300e65578ccc749c5ec5444d670cc8b1610312bcb0e7a9cec35be73,63000,NOT_DC,NOT_DC,NOT_DC,['Business Services']
06e009274a5c19eca687ee8b5a6c194c1fe09183dea17b5733069b49be060d76,49000,NOT_DC,NOT_DC,NOT_DC,['Travel']
d731ec95f6baba9cae0c6b736dca67d3cdee7fa1e161f97ae62df5225d133150,42000,"OVH Hosting, Inc.",proof.ovh.net,ovh proof,['Business Services']
f2358f5c095ea29f027807572a140b98ae826a1301a88ce494b8d01d4330b260,25000,NOT_DC,NOT_DC,NOT_DC,['Real Estate']
41b75db2980c07a2a3d47cd968b988a30067b89ead08c28f79e6fbeef36bc1a8,82000,IROKO Networks Corporation,iroko.net,networks iroko,['Forums/Message boards']
24e9a623f61c94d17d937e748542128bd9e9f6e3a2548c0465139210dae862b1,13000,Fornex Hosting S.L.,fornex.com,fornex,['Forums/Message boards']
7d3df9e3cdde8941a1ad664ff226f28d543da1fc1e8587552cea59a3482ff051,85000,NOT_DC,NOT_DC,NOT_DC,['Travel']
504d033c41b6c151f16a0da54e849ffcc4933ed07ebb1c2bf6c141e025da178a,17000,SuperHosting.BG Ltd.,www.superhosting.bg,bg superhosting,['News/Media']
d22b376ffa2e1d8f9130645bee37058e16f4cd38a0e1c260f137563015d3487a,5000,cloudflare,NOT_DC,cloudflare,"['News/Media', 'Television']"
d22c160614bcfdf442cbb5d90db3fe9fefbffdc2441e2b648645f5563e206bc7,19000,cloudflare,NOT_DC,cloudflare,['Illegal Downloads']
b6625abcd03f6a1b0bb50d71cddab78317bffbd352c86a61e58c26b4d8386024,94000,NOT_DC,NOT_DC,NOT_DC,['Software/Technology']
66e30e2e6b0b29c0ecc5dd198d0e788f819d7b555d21898634bd217bbd66ee2e,46000,"Cloudflare, Inc.",www.cloudflare.com,cloudflare,['Pornography']
64f4a72031826e8dae30775b0694bce4f88099afaa01a7474ba5ec1f9171c17f,92000,cloudflare,NOT_DC,cloudflare,['File Transfer Services']
4209f4fbab06ac7bf46b02c70a630bf16eac9f797990af279bde391d280b36a1,48000,SoftLayer Technologies Inc.,www.ibm.com,softlayer ibm,['Health and Medicine']
c9d03cd206911cd33c2b7c68895aaef516ae812f16bfb21efe0516518e00e83a,7000,NOT_DC,NOT_DC,NOT_DC,"['News/Media', 'Religious', 'Paranormal', 'Politics']"
9ddcc2209d9a65483c381fd60b25293270be3d13988705d716f6ded2bddb7f94,44000,NOT_DC,NOT_DC,NOT_DC,['Educational Institutions']
ab89326df53c49674d2fc567dd7b2f0904db7db30a29592b7ba5ea522e96e881,84000,Mulgin Alexander Sergeevich,gmhost.com.ua,gmhost sergeevich,['Forums/Message boards']
5a5fd8bb9cf44fd14a0ccfe428d1d52c72414003e18e8a71026bbeef1b792b3c,18000,alibaba,NOT_DC,alibaba,['Financial Institutions']
723d93a29de3ab9ca0f8a65267aa78ffd052b2395113f4a1b04285fd6c3dd927,36000,Amazon AWS,NOT_DC,amazon aws,['Business Services']
1403a7dec32e4e5c5651714513c54a0011ee061d90ad2328f5b40eb660863922,48000,HEG Mass,hosteurope.de,de heg,"['Arts', 'Research/Reference']"
f770b34a4ee85888eb98412fbe1a69753f609e29778e004ed5234e0aa83dffb9,70000,Hetzner Online GmbH,www.hetzner.com,online hetzner,['Illegal Downloads']
f75c16013eebfe818c54d219b60ec95ca471e31cef0851c31289ac0c488b4fa4,67000,"Cloudflare, Inc.",www.cloudflare.com,cloudflare,['Streaming Video']
3f9e0f7f1ce3f33e5aed4e111dc7ea7b1a86a7e5184828cd3eea430184b7583c,57000,Eurofiber Cloud Infra B.V.,www.eurofibercloudinfra.com,cloud eurofibercloudinfra,['Entertainment']
68cf7c9e729a35fcdb6ff89b153d3ed2dd18bf1b7968ad67c955c5e812b48e7e,12000,NOT_DC,NOT_DC,NOT_DC,"['Non-Profits', 'Government']"
fa966814f1eb5a06743c5cb9c4bd5dc6ea011b6a06578c27ee07ddebbc1ed21c,59000,Amazon AWS,NOT_DC,amazon aws,['Unknown()']
9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,58000,,,,['Infrastructure']
62168d70c5d71c89a7bbd40c25ece4d19f3e3e6f27f55ecdf66e813e8b967054,56000,Google LLC,www.google.com,google,['Research/Reference']
a46b432e26cf35680739cd506653c8880dfd4d352433f3567488dbcc4a977b02,98000,P.D.R Solutions FZC,pdrwebsolutions.com,fzc pdrwebsolutions,['Unknown()']
b50afcda77ed1640fc6c8e647b5f8b7c75e2c4e88003668efb61f339decb1ec1,35000,"Cloudflare, Inc.",www.cloudflare.com,cloudflare,"['Pornography', 'Nudity', 'Lingerie/Bikini']"
b57fb183d2f4e8249d4fa2edc15606f7cf838d0e69d18f2a6b456df777d0effe,52000,cloudflare,NOT_DC,cloudflare,['Games']
450c4129bfd7b336d4d2bb0333648a324938d4a313dc349140fa8bb0772204d7,74000,NOT_DC,NOT_DC,NOT_DC,['Financial Institutions']
b2320f662db76e49e3986c04836438a247d2dbbdc796df2d01a03068099e5732,25000,NOT_DC,NOT_DC,NOT_DC,['Government']
113a422280113d3aa5c639be6db2524059c0cc5ed221d811c3879b138056fe9e,50000,"Cloudflare, Inc.",www.cloudflare.com,cloudflare,['Business Services']
4c00eb1cfe69cbfeb4aef8d6e4c8781088b38c4f6528a4ffd54e8d447b5942ac,66000,NOT_DC,NOT_DC,NOT_DC,['Games']
6f71ce0706aebca4c68e31ed060ab59edc2c0f1fc4dd03f796d7f49b85997ce4,84000,iomart Hosting Ltd t/a RapidSwitch,www.rapidswitch.com,iomart rapidswitch,"['Sports', 'Games']"
d8776872fdfa71e42bdab995d168ec37879a645f2676275869a13410ba4fcbee,3000,HLL LLC,qrator.net,qrator hll,['Ecommerce/Shopping']
9308d461c2838d10333b31aaef9d5537fc7459545fffdc82c0686f786737dfd6,99000,OVH SAS,proof.ovh.net,ovh proof,['Parked Domains']
652881d9eaed07f50da486bd84d4b97367302f92fe091ebcba0f6807caa2f611,17000,Akamai International B.V.,www.akamai.com,akamai international,['Business Services']
acf1a6683643968e69beeeb6d65bb66a6a8c72a435a22162770d62fdaabded57,100000,"Beijing CNISP Technology Co., Ltd",www.cnispgroup.com,cnisp co,['Business Services']
9b18e2ed84119f2b2d8ff2d5ba623e2902b7992aaa42ae8af090946fff862054,68000,NOT_DC,NOT_DC,NOT_DC,['Business Services']
2808f333cc508b0b2bd78bec942ab1b469142865ecb5e6bd72af5056fe4552ef,20000,"Liquid Web, L.L.C",liquidweb.com,web liquid,['Educational Institutions']
204cc072b6bb5992e93453760827190a7177fe329f18ac988fa1680f316ff865,72000,Aruba S.p.A.,www.aruba.it,aruba it,['Auctions']
18b87582810a7cf1528f0a5b4fa280924e0923360f011e93700588c523147537,94000,Claranet SAS,www.claranet.com,claranet sas,['Fashion']
fbe363053daa204b75f6d89252ed406c9c35d5cd9544c7d0c8cfd0c464325ff5,29000,NOT_DC,NOT_DC,NOT_DC,"['News/Media', 'Streaming Audio', 'Radio']"
5b92db699a356c0d134da40c130c959a1659bce520f3e91ca96ae31879eec819,68000,NOT_DC,NOT_DC,NOT_DC,['Educational Institutions']
e29ad0bca7d150d21510d2d38e310724df7cd2a11f3e41592fc2d2528bf89ba7,81000,Amazon AWS,NOT_DC,amazon aws,['Ecommerce/Shopping']
a2f8e06a0f968af3a1fba0cea35a5bf13e11ea032553c4313ad249391c9d06fe,27000,cloudflare,NOT_DC,cloudflare,['Streaming Audio']
88dcc0437f7033756a9bf403038438b5f9ddd9935022426d7a2c30b5884e753c,55000,Amazon AWS,NOT_DC,amazon aws,"['Web Spam', 'Advertisements']"
17545d2c2a15db135a217b6aae8c3baab99e29a3c29e98a64ae986c3b35b3c6d,10000,Amazon AWS,NOT_DC,amazon aws,['Search Engines']
e344f5d7bb53a3cf82d00a00636c589293b300047a10c967b21a0755f72fadc8,42000,Aptum Technologies,aptum.com,aptum,['News/Media']
c2d85af0310f650f165b6ea430f98f1c1cf572221e2b475ff5c89120067951e1,60000,Scaleway,www.scaleway.com,scaleway,['Business Services']
03c42afc8588e59c78ee541405b4c339c4ad808d987f8eacfe0c7907b3096a3b,55000,NOT_DC,NOT_DC,NOT_DC,['Sports']
cc62f4c38cfa83e5fd33ff1bb3c8a4fcaadb1749ef3b22bf0f27c3da8ee06996,85000,"Cloudflare, Inc.",www.cloudflare.com,cloudflare,['Unknown()']
51b353819de2f87d4c70834d3fde1782a4170b40d31be6a7d985599be0e5cab8,6000,cloudflare,NOT_DC,cloudflare,"['Video Sharing', 'Illegal Downloads', 'P2P/File sharing']"
fe336852edbb2b90066939698b3c873d5880c2ef7f627e747fbfda3d5c52c505,24000,Amazon AWS,NOT_DC,amazon aws,['Entertainment']
0e76fb6bb6815ce4a5916039bc24b46c4ba6a6c835cfce589fc0a6844ea32f93,33000,Telepoint Ltd,telepoint.bg,bg telepoint,['News/Media']
c23c0b68761c354aa6c71e8356e639506b59fc5148afe3c09b96f2d87dca9ac8,34000,HLL LLC,qrator.net,qrator hll,['Ecommerce/Shopping']
ebbba11a232e6639e17916011f2d0bb6dcca0260e0c38cb4c8b150ade94deb23,4000,Scaleway,www.scaleway.com,scaleway,"['Research/Reference', 'Business Services', 'Financial Institutions']"
beba01549ff962ae5034300f6b20af9a31d52328f03b9a2161bf0c5fdbb90eca,49000,"Cloudflare, Inc.",www.cloudflare.com,cloudflare,['Games']
3632f2bc8e1a8835c221a98d05d0fc1e6fd5c1d22d66e5755f1297a2f46d9306,96000,SAKURA Internet Inc.,www.sakura.ad.jp,sakura internet,['Software/Technology']
b2685619923e085a6827e5d44af0e8d198757df7e2e4fc4dca1aea49a792ada7,69000,Amazon AWS,NOT_DC,amazon aws,"['Entertainment', 'Anime/Manga/Webcomic', 'Blogs']"
073e7e420ccc8a7d9313dd741124e6dedc7488b155c5ec8cd83b5b5f3c857c1a,93000,"Cloudflare, Inc.",www.cloudflare.com,cloudflare,['Cryptocurrency']
9991792e57c82d5f1f12177e0efc9e65ee567f1bd772575ba19543b527d42cb0,42000,cloudflare,NOT_DC,cloudflare,"['Entertainment', 'Anime/Manga/Webcomic']"
3c5f3af8da0f899804f4d130228bae12706fd1191d98a1c2213746ba90a00a06,24000,NOT_DC,NOT_DC,NOT_DC,['Financial Institutions']
100f848f158406a93542d976e7cccf53db727301774cb82067b3a6c1f86b7874,20000,SoftLayer Technologies Inc.,www.ibm.com,softlayer ibm,['Educational Institutions']
77bb13f90fb7b0bc5df8f04ab2310d9b28a3a4026cc1c0128f8ab90016894258,68000,"GoDaddy.com, LLC",godaddy.com,godaddy,['Web Hosting']
be7644a4f1d688c92bb497430fa55ed41dd85617936b44f82f7f1acbc1e59555,70000,NOT_DC,NOT_DC,NOT_DC,['News/Media']
690df4f33e5afc3c7bf60ee916f88fee08a0d41759f02fb6e2e837f7ef5efb0c,45000,NOT_DC,NOT_DC,NOT_DC,"['Ecommerce/Shopping', 'Research/Reference']"
c519abab5353989c6d06f96e3752e414601793eecc0bafbc547ac848fb88bca4,58000,FDCservers.net,www.fdcservers.net,fdcservers,['Software/Technology']
9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,71000,,,,['Educational Institutions']
d56476f01be507c50b6e64419a77009f828f110d143bf787389d13ef87e75443,66000,NOT_DC,NOT_DC,NOT_DC,['Business Services']
135587036a0d4ca8787ebf25ca706323a2c32e642a0331a323b1823032ac2e14,98000,NOT_DC,NOT_DC,NOT_DC,['Educational Institutions']
0e34d99b68fe64268bf67fe494c8ce6ac4b44e580d0878e445dd731a8b8d87ff,60000,"OVH Hosting, Inc.",proof.ovh.net,ovh proof,['Business Services']
6a8293335f1319bcb0a36104cd252e91e8fe0f37c62b2f97be479c9b7eb68f25,69000,Schuberg Philis B.V.,schubergphilis.com,schuberg philis,['Games']
d284d2d2bf641305683eab2e3336ad625887f315b4ecd3f0b4129abac72b2db2,65000,Alastyr Telekomunikasyon A.S.,www.alastyr.com,telekomunikasyon alastyr,['Business Services']
461a2ce13d2ae2049145c558c4faa73bb3c9a1a1c438df666c73d60c2fcac293,80000,NOT_DC,NOT_DC,NOT_DC,"['Nudity', 'Pornography']"
c1231cee6c4274a58ffba67257ad1540526c4850a95566bc2ca00684b8ffc5aa,5000,Asiatech Data Transmission Co.,asiatech.ir,ir asiatech,['Science and Technology']
1e5acfb9de0baed6376946dbf42363862543be8cf2fb364f5121135fd3ad749b,61000,alibaba,NOT_DC,alibaba,['Unknown()']
ef6dca6be443d7aef7a7f50d310540f56b44a569885b50ff94e2585ce5a18e98,17000,cloudflare,NOT_DC,cloudflare,['Unknown()']
e096cfec29b916298460806a1b5b2228949ea8b9e63c7c965953036191941525,41000,OVH SAS,proof.ovh.net,ovh proof,['Forums/Message boards']
c60bea22a432520b4c81fa372688350ed100e20c023e0a232abf271f8065ca4d,42000,Asiatech Data Transmission company,asiatech.ir,ir asiatech,['Games']
08093aa6f664831545025dafdecbaac74fd472bba53dd3f981165779a834bb12,55000,SoftLayer Technologies Inc.,www.ibm.com,softlayer ibm,"['Web Spam', 'Ecommerce/Shopping']"
1c2834ea95dcf5a1d314425b1c7f3d7210f8d86167901007371799956ce1dfdd,48000,"Cloudflare, Inc.",www.cloudflare.com,cloudflare,"['Pornography', 'Nudity']"
f9014db9cdc4ee30dbd36d2976e783caa8f2b20f40bd126a4062c0c6f9e72a58,78000,AGARIK SAS,www.agarik.com,sas agarik,['Business Services']
fa738921f2f3602b7032ccc9d1eae4afdeac7b11ab95746ebf965098b286b597,82000,"StackPath, LLC.",www.stackpath.com,stackpath,['Jobs/Employment']
50c3d8651a7d8661b860096dd9a440ff5ededc73267135ce44850ac9a28215c1,36000,NOT_DC,NOT_DC,NOT_DC,['Games']
8128512233cce1139cbd9bc67f96dbce333fd6461035369c9ec59e4f2c3615f8,89000,Unified Layer,www.unifiedlayers.com,unified unifiedlayers,"['Streaming Video', 'Regional Restricted Sites (Italy)']"
8e6db52d5fcce47ac3d7842d8c883c4bee608d6fe16261c210dc239d6eecb572,60000,Iron Mountain Data Center,www.ironmountain.com,mountain iron,['Business Services']
79d8eb938b9de3a1a06765c7cbcd5ac5bdaf5d8eba2811ce941b151620d09e53,53000,cloudflare,NOT_DC,cloudflare,['News/Media']
78924313a5b3d8d2ee4a1f6294e2f427f5e8bba6f5e604a0296bcef8214e2eea,44000,cloudflare,NOT_DC,cloudflare,['Games']
7f6201312a0e51f5c5481e39fe018346c5ca194f71a2b72a8df63704236765ce,79000,NOT_DC,NOT_DC,NOT_DC,['Illegal Downloads']
153e7baa09721a2e8b49ff906d8b54d82dd32a518296017a18556507ae4f954a,9000,Oy Creanova Hosting Solutions Ltd.,creanova.org,oy creanova,"['Advertisements', 'Webmail']"
2623c897fd500fb23fe28649f85993be20315d32ccf45ee5828cd70d246bc840,91000,cloudflare,NOT_DC,cloudflare,['Software/Technology']
374f7dd283a09ef72f73199622a254100430901c71635bc74c03a62489c41d6f,53000,"DigiRock, Inc.",www.digirock.co.jp,digirock co,['Games']
9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,24000,,,,['Business Services']
a824277898f81dbef3e0a82c95e2b35dac556d8bd57eab508ff4b778cc25e9bd,12000,cloudflare,NOT_DC,cloudflare,['Games']
037cd9d67a34ddc9877fa58e550cce88a8e8906a3d61d161077314fbee6a2c85,1000,Incapsula Inc,www.imperva.com,imperva incapsula,['News/Media']
80879e4ecdc9ae6d2cc2605a5004ecba8d858c569264fbce7f7d2bb430c3b7cd,83000,TimeWeb Co. Ltd. Role Account,timeweb.com,co timeweb,['Illegal Downloads']
